id,from,to,subject,body,url,url_obfuscated,label
177975d6,odyditd@outlook.com,faculty@jru.edu,SECURITY ALERT: PASSWORD RESET NEEDED!!!!,Click the link now to proceed.,https://support-jru-secure.com/session/verify/confirm/confirm/session?token=c7cc22f04832ba6e1194a0a3f3581dcf2546ae62fc79277acc39f14028997a70c881f9c3bfe1d151,https:[slash][slash]support-jru-secure[dot]com[slash]session[slash]verify[slash]confirm[slash]confirm[slash]session?token=c7cc22f04832ba6e1194a0a3f3581dcf2546ae62fc79277acc39f14028997a70c881f9c3bfe1d151,1
24ae64f3,ovcrqy@students.jru.edu,support@jru.edu,Your JRU Portal Access Details,Your account has been successfully updated. No further action is required.,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
a4a10e8e,iifhu@gmail.com,support@jru.edu,Security Alert: Password Reset Needed,Please reset your password now to secure your data.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
43987c43,lypqhdozt@yahoo.com,faculty@jru.edu,Urgent: Update Billing Information,Salamat po sa paggamit ng JRU portal. Ingat lagi!,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
93a45041,jercbjffsj@outlook.com,student@jru.edu,Account Suspended: Action Required,We have detected suspicious login attempts. Confirm your identity immediately.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
67f17446,vhhpeq@jru.edu,support@jru.edu,Verify your account immediately,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://support-jru-secure.com/verify/confirm/confirm,https:[slash][slash]support-jru-secure[dot]com[slash]verify[slash]confirm[slash]confirm,1
1c4985b8,hejychdoi@outlook.com,student@jru.edu,Classroom Schedule Adjustment Notice,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://jru.edu/update/verify/session/update,https:[slash][slash]jru[dot]edu[slash]update[slash]verify[slash]session[slash]update,0
9e46520b,dkgbgwew@billing-update.info,faculty@jru.edu,Verify your account immediately,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://login-security-check.net/verify/verify/verify/update,https:[slash][slash]login-security-check[dot]net[slash]verify[slash]verify[slash]verify[slash]update,1
89822109,odwpim@jru.edu,admin@jru.edu,Your JRU Portal Access Details,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://outlook.com/session/login/verify,https:[slash][slash]outlook[dot]com[slash]session[slash]login[slash]verify,0
fe2287d4,hhjki@gmail.com,support@jru.edu,Account Suspended: Action Required,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
ff65d633,onykzgtm@jru.edu,student@jru.edu,Meeting Schedule Confirmation,Pakiclick ang link para ma-update ang iyong impormasyon. Salamat!,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
4ea74606,dwyrkdvb@account-check.ru,faculty@jru.edu,Final Warning: Account Will Be Closed,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://verify-portal-access.net/login/verify,https:[slash][slash]verify-portal-access[dot]net[slash]login[slash]verify,1
1c59852d,ufrdggwyri@yahoo.com,support@jru.edu,Your JRU Portal Access Details,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://gmail.com/session/update/verify/session,https:[slash][slash]gmail[dot]com[slash]session[slash]update[slash]verify[slash]session,0
9754eac5,qmepszaaqd@yahoo.com,faculty@jru.edu,Payment Confirmation Failed,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
19d8335b,evnjckd@gmail.com,admin@jru.edu,Welcome to Jose Rizal University,Your registration is now confirmed. You can access your portal anytime.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
5b2fef3d,dvconfyp@yahoo.com,student@jru.edu,Your JRU Portal Access Details,Good day! This is your official receipt for the payment received from JRU.,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
5013d0fe,vpheo@outlook.com,admin@jru.edu,Account Suspended: Action Required,###$$$,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
00632925,fspajprxl@jru.edu,student@jru.edu,Account Suspended: Action Required,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://login-security-check.net/update/login/update,https:[slash][slash]login-security-check[dot]net[slash]update[slash]login[slash]update,1
801974e8,gjyskjnj@jru.edu,admin@jru.edu,Invoice and Payment Received,Your registration is now confirmed. You can access your portal anytime.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
1a247972,xirrds@gmail.com,student@jru.edu,Urgent: Update Billing Information,Please reset your password now to secure your data.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
4d02bcf9,gblot@gmail.com,support@jru.edu,Urgent: Update Billing Information,We have detected suspicious login attempts. Confirm your identity immediately.,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
f45cc3ed,fbweguo@yahoo.com,admin@jru.edu,Weekly Academic Update,Your registration is now confirmed. You can access your portal anytime.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
c7dc50be,amlrrd@yahoo.com,student@jru.edu,Urgent: Update Billing Information,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
59097af6,fzyrtmsxsx@outlook.com,admin@jru.edu,Urgent: Update Billing Information,Please reset your password now to secure your data.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
ad059a12,abzuq@gmail.com,faculty@jru.edu,Account Suspended: Action Required,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
1322b0c2,xwlyyjqevqoh@secure-alert-info.xyz,support@jru.edu,[AUTO-GENERATED NOTICE] Security Alert: Password Reset Needed,Click the link now to proceed.,https://support-jru-secure.com/login/update/verify/login/session?token=a411a39ef0c211aa89934b5363d8788a6915500887df9aa3016418e381ffa6f90743b690cf422e3c,https:[slash][slash]support-jru-secure[dot]com[slash]login[slash]update[slash]verify[slash]login[slash]session?token=a411a39ef0c211aa89934b5363d8788a6915500887df9aa3016418e381ffa6f90743b690cf422e3c,1
6817d17c,hpwwbxkti@outlook.com,support@jru.edu,Verify your account immediately,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
bcc0d779,hdeypvz@students.jru.edu,faculty@jru.edu,Verify your account immediately,We have detected suspicious login attempts. Confirm your identity immediately.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
8a6ecdc6,pytmejfkey@outlook.com,support@jru.edu,Unusual Login Attempt Detected,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://secure-jru-login.com/login/update/verify/confirm,https:[slash][slash]secure-jru-login[dot]com[slash]login[slash]update[slash]verify[slash]confirm,1
5ff0f9e3,jpsasia@students.jru.edu,student@jru.edu,Meeting Schedule Confirmation,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://outlook.com/update/login/confirm,https:[slash][slash]outlook[dot]com[slash]update[slash]login[slash]confirm,0
